iso3,category,category_name,type,type_name,variable,value,units,data_type,source
AGO,A,Beneficial,A1,Fisheries management,subsidies_per_gdp,6.999775090228984e-5,2018 US$/2018 US$,Reported,Sumaila et al. (2019); World Bank WDI database
NGA,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0.5419439316425677,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,A,Beneficial,A1,Fisheries management,subsidies_per_fte,158.23844023837793,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,12.778990943477837,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,21.03751746781966,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,199.45022837098733,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,281.95394757286465,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,33.217724208853454,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0.17312075394645393,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NIC,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,A,Beneficial,A1,Fisheries management,subsidies_per_fte,2263.3473452431526,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,135.78805656842968,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,2716.7712950802265,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,1233.6900257402272,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,112.66361005873281,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,262.6524100394265,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,4295.621578166389,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,1196.0406898793262,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,9947.277678405842,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,825.4462396429477,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,898.9837911426739,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NLD,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,A,Beneficial,A1,Fisheries management,subsidies_per_fte,1883.1720820762876,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,1329.3571921344796,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,1230.2395656225222,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,893.3839553558178,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,2642.4560829822203,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,67.21926776897533,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,3110.6998642700596,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,787.9600158900613,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,931.8311486587593,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,2.73331359935283,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,651.0044487919095,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NOR,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,A,Beneficial,A1,Fisheries management,subsidies_per_fte,19692.816336197346,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,1590.348850963241,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,7.625108466661887,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,89.96080505690215,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,74.68825603061333,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,127.17360272262744,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0.6196953722869204,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NRU,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,A,Beneficial,A1,Fisheries management,subsidies_per_fte,2070.919624595163,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,1487.3330916699736,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,36.48250306821312,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,1308.0190939167512,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,32.99586738243307,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
NZL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,A,Beneficial,A1,Fisheries management,subsidies_per_fte,594.3524877999628,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,139.2585491555031,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,12.760004281576288,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,79.50850859827374,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,235.17071351395848,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,137.00874157394205,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,178.61959850589378,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,2.30875127481692,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,386.565617620892,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
OMN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,74.48247384150336,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,A,Beneficial,A1,Fisheries management,subsidies_per_fte,6.025638925688776,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,0.48661744349928376,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,0.14384320290486843,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,0.5108650131985261,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,6.0271703751904475,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,8.520343613380646,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0.051199398701068724,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0.9764205594682206,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAK,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0.2503542912220456,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,A,Beneficial,A1,Fisheries management,subsidies_per_fte,261.07316970979485,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,23.384029423995393,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,168.8746981418121,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,83.44980834163594,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,23.384029423995393,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,187.47391343791685,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,290.56634155353225,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,24.702996993731222,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PAN,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,244.03732938414512,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,A,Beneficial,A1,Fisheries management,subsidies_per_fte,43.96073015527655,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,48.63579994894884,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,6.770098264756684,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,85.97529533095215,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,18.515139190443314,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,148.15228240978857,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,71.05332761993068,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,299.359908850102,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0.14122816543233307,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,6.013439484684511,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PER,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,3.052601560411888,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,A,Beneficial,A1,Fisheries management,subsidies_per_fte,0.11737041481655876,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,1.1111792356709758,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,2.6194860009783993,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,1.3075041478040705,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,0.28017179509842954,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,0.003134889275700668,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,2.5691278659285883,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0.8122171932970224,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,8.131459925703938,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,6.037452553073338e-4,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PHL,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0.571678006491601,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,A,Beneficial,A1,Fisheries management,subsidies_per_fte,3692.1620125506442,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,385.50216324606106,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B2,Fisheries development projects,subsidies_per_fte,58.23749698467844,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B3,Fishing port development,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B4,Marketing and storage infrastructure,subsidies_per_fte,44.23322178552419,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B5,Non-fuel tax exemption,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B6,Fishing access agreements,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,B,Capacity-enhancing,B7,Fuel subsidies,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,C,Ambiguous,C1,Fisher assistance,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,C,Ambiguous,C2,Vessel buyback programs,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PLW,C,Ambiguous,C3,Rural fisher communities,subsidies_per_fte,0,2018 US$/full-time-equivalent (2003),Found no evidence of subsidy,Sumaila et al. (2019); Teh and Sumaila (2013)
PNG,A,Beneficial,A1,Fisheries management,subsidies_per_fte,1.9424763732678516,2018 US$/full-time-equivalent (2003),Reported,Sumaila et al. (2019); Teh and Sumaila (2013)
PNG,A,Beneficial,A2,Fishery research and development,subsidies_per_fte,3.7795992165352015,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PNG,A,Beneficial,A3,Marine protected areas,subsidies_per_fte,3.5786046086802785,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
PNG,B,Capacity-enhancing,B1,Boat construction and renovation,subsidies_per_fte,2.2928231351335726,2018 US$/full-time-equivalent (2003),Modeled,Sumaila et al. (2019); Teh and Sumaila (2013)
