iso3,year,category,category_name,type,type_name,data_type,units,source,value,variable
BRA,2012,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2012 US$,OECD FSE database,826570503.467,subsidies_OECD
BRA,2013,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2013 US$,OECD FSE database,907931413.304,subsidies_OECD
BRA,2014,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2014 US$,OECD FSE database,1032397451.419,subsidies_OECD
BRA,2015,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2015 US$,OECD FSE database,26728048.304,subsidies_OECD
BRA,2012,2,General service support estimate,2B,Provision of infrastructure,Reported,2012 US$,OECD FSE database,48020747.331,subsidies_OECD
BRA,2013,2,General service support estimate,2B,Provision of infrastructure,Reported,2013 US$,OECD FSE database,63581967.865,subsidies_OECD
BRA,2014,2,General service support estimate,2B,Provision of infrastructure,Reported,2014 US$,OECD FSE database,125096555.728,subsidies_OECD
BRA,2015,2,General service support estimate,2B,Provision of infrastructure,Reported,2015 US$,OECD FSE database,155004111.022,subsidies_OECD
BRA,2012,2,General service support estimate,2C,Marketing and promotion,Reported,2012 US$,OECD FSE database,4230337.918,subsidies_OECD
BRA,2013,2,General service support estimate,2C,Marketing and promotion,Reported,2013 US$,OECD FSE database,0,subsidies_OECD
BRA,2014,2,General service support estimate,2C,Marketing and promotion,Reported,2014 US$,OECD FSE database,0,subsidies_OECD
BRA,2015,2,General service support estimate,2C,Marketing and promotion,Reported,2015 US$,OECD FSE database,0,subsidies_OECD
BRA,2012,2,General service support estimate,2D,Support to fishing communities,Reported,2012 US$,OECD FSE database,0,subsidies_OECD
BRA,2013,2,General service support estimate,2D,Support to fishing communities,Reported,2013 US$,OECD FSE database,92683.202,subsidies_OECD
BRA,2014,2,General service support estimate,2D,Support to fishing communities,Reported,2014 US$,OECD FSE database,0,subsidies_OECD
BRA,2015,2,General service support estimate,2D,Support to fishing communities,Reported,2015 US$,OECD FSE database,0,subsidies_OECD
BRA,2012,2,General service support estimate,2E,Education and training,Reported,2012 US$,OECD FSE database,6978573.924,subsidies_OECD
BRA,2013,2,General service support estimate,2E,Education and training,Reported,2013 US$,OECD FSE database,254878.805,subsidies_OECD
BRA,2014,2,General service support estimate,2E,Education and training,Reported,2014 US$,OECD FSE database,382399.425,subsidies_OECD
BRA,2015,2,General service support estimate,2E,Education and training,Reported,2015 US$,OECD FSE database,450270.204,subsidies_OECD
BRA,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,3123401.015,subsidies_OECD
BRA,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,46341.601,subsidies_OECD
BRA,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,4248882.496,subsidies_OECD
BRA,2015,2,General service support estimate,2F,Research and development,Reported,2015 US$,OECD FSE database,0,subsidies_OECD
BRA,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,61032558.436,subsidies_OECD
BRA,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,54045608.809,subsidies_OECD
BRA,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,78384312.247,subsidies_OECD
BRA,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,38485278.131,subsidies_OECD
BRA,2012,2,General service support estimate,2H,Miscellaneous transfers to general services,Reported,2012 US$,OECD FSE database,3905992.18,subsidies_OECD
BRA,2013,2,General service support estimate,2H,Miscellaneous transfers to general services,Reported,2013 US$,OECD FSE database,171976686.822,subsidies_OECD
BRA,2014,2,General service support estimate,2H,Miscellaneous transfers to general services,Reported,2014 US$,OECD FSE database,27784957.795,subsidies_OECD
BRA,2015,2,General service support estimate,2H,Miscellaneous transfers to general services,Reported,2015 US$,OECD FSE database,32631756.176,subsidies_OECD
CHL,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,444721.927,subsidies_OECD
CHL,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,343386.093,subsidies_OECD
CHL,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,3487976.896,subsidies_OECD
CHL,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,8591273.914,subsidies_OECD
CHL,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,2446743.402,subsidies_OECD
CHL,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,2899030.097,subsidies_OECD
CHL,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,2862799.791,subsidies_OECD
CHL,2017,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2017 US$,OECD FSE database,5340847.473,subsidies_OECD
CHL,2010,2,General service support estimate,2B,Provision of infrastructure,Reported,2010 US$,OECD FSE database,2114586.092,subsidies_OECD
CHL,2011,2,General service support estimate,2B,Provision of infrastructure,Reported,2011 US$,OECD FSE database,991475.63,subsidies_OECD
CHL,2012,2,General service support estimate,2B,Provision of infrastructure,Reported,2012 US$,OECD FSE database,5340302.306,subsidies_OECD
CHL,2013,2,General service support estimate,2B,Provision of infrastructure,Reported,2013 US$,OECD FSE database,1560526.335,subsidies_OECD
CHL,2014,2,General service support estimate,2B,Provision of infrastructure,Reported,2014 US$,OECD FSE database,1216712.465,subsidies_OECD
CHL,2015,2,General service support estimate,2B,Provision of infrastructure,Reported,2015 US$,OECD FSE database,5213791.542,subsidies_OECD
CHL,2016,2,General service support estimate,2B,Provision of infrastructure,Reported,2016 US$,OECD FSE database,7945422.345,subsidies_OECD
CHL,2017,2,General service support estimate,2B,Provision of infrastructure,Reported,2017 US$,OECD FSE database,7360773.142,subsidies_OECD
CHL,2010,2,General service support estimate,2C,Marketing and promotion,Reported,2010 US$,OECD FSE database,5694519.168,subsidies_OECD
CHL,2011,2,General service support estimate,2C,Marketing and promotion,Reported,2011 US$,OECD FSE database,6134613.244,subsidies_OECD
CHL,2012,2,General service support estimate,2C,Marketing and promotion,Reported,2012 US$,OECD FSE database,4040258.767,subsidies_OECD
CHL,2013,2,General service support estimate,2C,Marketing and promotion,Reported,2013 US$,OECD FSE database,9378300.91,subsidies_OECD
CHL,2014,2,General service support estimate,2C,Marketing and promotion,Reported,2014 US$,OECD FSE database,5473366.041,subsidies_OECD
CHL,2015,2,General service support estimate,2C,Marketing and promotion,Reported,2015 US$,OECD FSE database,2674370.165,subsidies_OECD
CHL,2016,2,General service support estimate,2C,Marketing and promotion,Reported,2016 US$,OECD FSE database,5504031.177,subsidies_OECD
CHL,2017,2,General service support estimate,2C,Marketing and promotion,Reported,2017 US$,OECD FSE database,1620849.208,subsidies_OECD
CHL,2010,2,General service support estimate,2E,Education and training,Reported,2010 US$,OECD FSE database,791989.357,subsidies_OECD
CHL,2011,2,General service support estimate,2E,Education and training,Reported,2011 US$,OECD FSE database,1188819.204,subsidies_OECD
CHL,2012,2,General service support estimate,2E,Education and training,Reported,2012 US$,OECD FSE database,1502313.688,subsidies_OECD
CHL,2013,2,General service support estimate,2E,Education and training,Reported,2013 US$,OECD FSE database,1235862.556,subsidies_OECD
CHL,2014,2,General service support estimate,2E,Education and training,Reported,2014 US$,OECD FSE database,1523387.795,subsidies_OECD
CHL,2015,2,General service support estimate,2E,Education and training,Reported,2015 US$,OECD FSE database,5128512.466,subsidies_OECD
CHL,2016,2,General service support estimate,2E,Education and training,Reported,2016 US$,OECD FSE database,2415228.655,subsidies_OECD
CHL,2017,2,General service support estimate,2E,Education and training,Reported,2017 US$,OECD FSE database,2125337.52,subsidies_OECD
CHL,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,390014.071,subsidies_OECD
CHL,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,1140414.176,subsidies_OECD
CHL,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,1532973.151,subsidies_OECD
CHL,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,1155706.138,subsidies_OECD
CHL,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,1012028.588,subsidies_OECD
CHL,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,170710.982,subsidies_OECD
CHL,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,491470.947,subsidies_OECD
CHL,2017,2,General service support estimate,2G,Management of resources,Reported,2017 US$,OECD FSE database,962295.057,subsidies_OECD
CHN,2009,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2009 US$,OECD FSE database,1528814489.39,subsidies_OECD
CHN,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,2539405537.087,subsidies_OECD
CHN,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,3711801129.059,subsidies_OECD
CHN,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,6205264452.658,subsidies_OECD
CHN,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,6235486025.519,subsidies_OECD
CHN,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,4795410751.658,subsidies_OECD
CHN,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,3847898698.803,subsidies_OECD
CHN,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,2824028579.86,subsidies_OECD
CHN,2009,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2009 US$,OECD FSE database,4098885.891,subsidies_OECD
CHN,2010,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2010 US$,OECD FSE database,4875193.449,subsidies_OECD
CHN,2011,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2011 US$,OECD FSE database,64983596.257,subsidies_OECD
CHN,2012,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2012 US$,OECD FSE database,1585102.575,subsidies_OECD
CHN,2013,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2013 US$,OECD FSE database,1626674.64,subsidies_OECD
CHN,2014,1,Transfers to individual fishers - budgetary,1B,Transfers based on fishers income,Reported,2014 US$,OECD FSE database,1623353.06,subsidies_OECD
CHN,2009,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2009 US$,OECD FSE database,3586704.49,subsidies_OECD
CHN,2010,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2010 US$,OECD FSE database,2215997.022,subsidies_OECD
CHN,2011,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2011 US$,OECD FSE database,4486962.599,subsidies_OECD
CHN,2012,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2012 US$,OECD FSE database,681594.107,subsidies_OECD
CHN,2013,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2013 US$,OECD FSE database,81333732.003,subsidies_OECD
CHN,2014,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2014 US$,OECD FSE database,81167653.019,subsidies_OECD
CHN,2015,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2015 US$,OECD FSE database,79567797.742,subsidies_OECD
CHN,2016,1,Transfers to individual fishers - budgetary,1C,Transfers based on the reduction of productive capacity,Reported,2016 US$,OECD FSE database,216018569.355,subsidies_OECD
CHN,2009,2,General service support estimate,2B,Provision of infrastructure,Reported,2009 US$,OECD FSE database,42800203.239,subsidies_OECD
CHN,2010,2,General service support estimate,2B,Provision of infrastructure,Reported,2010 US$,OECD FSE database,40266143.227,subsidies_OECD
CHN,2011,2,General service support estimate,2B,Provision of infrastructure,Reported,2011 US$,OECD FSE database,54663582.28,subsidies_OECD
CHN,2012,2,General service support estimate,2B,Provision of infrastructure,Reported,2012 US$,OECD FSE database,33589908.657,subsidies_OECD
CHN,2013,2,General service support estimate,2B,Provision of infrastructure,Reported,2013 US$,OECD FSE database,0,subsidies_OECD
CHN,2014,2,General service support estimate,2B,Provision of infrastructure,Reported,2014 US$,OECD FSE database,64934122.415,subsidies_OECD
CHN,2015,2,General service support estimate,2B,Provision of infrastructure,Reported,2015 US$,OECD FSE database,416457853.382,subsidies_OECD
CHN,2016,2,General service support estimate,2B,Provision of infrastructure,Reported,2016 US$,OECD FSE database,344598428.199,subsidies_OECD
CHN,2011,2,General service support estimate,2D,Support to fishing communities,Reported,2011 US$,OECD FSE database,3558625.509,subsidies_OECD
CHN,2012,2,General service support estimate,2D,Support to fishing communities,Reported,2012 US$,OECD FSE database,3645735.921,subsidies_OECD
CHN,2013,2,General service support estimate,2D,Support to fishing communities,Reported,2013 US$,OECD FSE database,6994700.952,subsidies_OECD
CHN,2014,2,General service support estimate,2D,Support to fishing communities,Reported,2014 US$,OECD FSE database,6980418.16,subsidies_OECD
CHN,2009,2,General service support estimate,2F,Research and development,Reported,2009 US$,OECD FSE database,336418.242,subsidies_OECD
CHN,2010,2,General service support estimate,2F,Research and development,Reported,2010 US$,OECD FSE database,2954662.696,subsidies_OECD
CHN,2011,2,General service support estimate,2F,Research and development,Reported,2011 US$,OECD FSE database,3094456.965,subsidies_OECD
CHN,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,3170205.149,subsidies_OECD
CHN,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,3253349.28,subsidies_OECD
CHN,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,0,subsidies_OECD
CHN,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,44781850.15,subsidies_OECD
CHN,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,77920364.63,subsidies_OECD
CHN,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,67052240.738,subsidies_OECD
CHN,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,726118053.269,subsidies_OECD
CHN,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,91786743.24,subsidies_OECD
CHN,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,115172029.574,subsidies_OECD
CHN,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,63654238.194,subsidies_OECD
CHN,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,110764398.597,subsidies_OECD
COL,2008,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2008 US$,OECD FSE database,560744.921,subsidies_OECD
COL,2009,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2009 US$,OECD FSE database,584189.614,subsidies_OECD
COL,2010,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2010 US$,OECD FSE database,375830.414,subsidies_OECD
COL,2011,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2011 US$,OECD FSE database,738697.835,subsidies_OECD
COL,2012,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2012 US$,OECD FSE database,926473.627,subsidies_OECD
COL,2013,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2013 US$,OECD FSE database,4233791.764,subsidies_OECD
COL,2014,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2014 US$,OECD FSE database,8405220.718,subsidies_OECD
COL,2015,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2015 US$,OECD FSE database,5375144.812,subsidies_OECD
COL,2016,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2016 US$,OECD FSE database,5343694.45,subsidies_OECD
COL,2017,1,Transfers to individual fishers - budgetary,1A,Transfers based on input use,Reported,2017 US$,OECD FSE database,6996517.53,subsidies_OECD
COL,2008,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2008 US$,OECD FSE database,445844.508,subsidies_OECD
COL,2009,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2009 US$,OECD FSE database,453572.714,subsidies_OECD
COL,2010,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2010 US$,OECD FSE database,362897.217,subsidies_OECD
COL,2011,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2011 US$,OECD FSE database,265426.511,subsidies_OECD
COL,2012,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2012 US$,OECD FSE database,1014685.231,subsidies_OECD
COL,2013,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2013 US$,OECD FSE database,1936901.343,subsidies_OECD
COL,2014,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2014 US$,OECD FSE database,3632600.315,subsidies_OECD
COL,2015,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2015 US$,OECD FSE database,1019393.155,subsidies_OECD
COL,2016,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2016 US$,OECD FSE database,2785411.717,subsidies_OECD
COL,2017,1,Transfers to individual fishers - budgetary,1D,Miscellaneous transfers to fishers,Reported,2017 US$,OECD FSE database,755215.012,subsidies_OECD
COL,2008,2,General service support estimate,2B,Provision of infrastructure,Reported,2008 US$,OECD FSE database,0,subsidies_OECD
COL,2009,2,General service support estimate,2B,Provision of infrastructure,Reported,2009 US$,OECD FSE database,0,subsidies_OECD
COL,2010,2,General service support estimate,2B,Provision of infrastructure,Reported,2010 US$,OECD FSE database,0,subsidies_OECD
COL,2011,2,General service support estimate,2B,Provision of infrastructure,Reported,2011 US$,OECD FSE database,0,subsidies_OECD
COL,2012,2,General service support estimate,2B,Provision of infrastructure,Reported,2012 US$,OECD FSE database,0,subsidies_OECD
COL,2013,2,General service support estimate,2B,Provision of infrastructure,Reported,2013 US$,OECD FSE database,0,subsidies_OECD
COL,2014,2,General service support estimate,2B,Provision of infrastructure,Reported,2014 US$,OECD FSE database,0,subsidies_OECD
COL,2015,2,General service support estimate,2B,Provision of infrastructure,Reported,2015 US$,OECD FSE database,0,subsidies_OECD
COL,2008,2,General service support estimate,2C,Marketing and promotion,Reported,2008 US$,OECD FSE database,462049.425,subsidies_OECD
COL,2009,2,General service support estimate,2C,Marketing and promotion,Reported,2009 US$,OECD FSE database,173865.957,subsidies_OECD
COL,2010,2,General service support estimate,2C,Marketing and promotion,Reported,2010 US$,OECD FSE database,0,subsidies_OECD
COL,2011,2,General service support estimate,2C,Marketing and promotion,Reported,2011 US$,OECD FSE database,0,subsidies_OECD
COL,2012,2,General service support estimate,2C,Marketing and promotion,Reported,2012 US$,OECD FSE database,0,subsidies_OECD
COL,2013,2,General service support estimate,2C,Marketing and promotion,Reported,2013 US$,OECD FSE database,0,subsidies_OECD
COL,2014,2,General service support estimate,2C,Marketing and promotion,Reported,2014 US$,OECD FSE database,0,subsidies_OECD
COL,2015,2,General service support estimate,2C,Marketing and promotion,Reported,2015 US$,OECD FSE database,0,subsidies_OECD
COL,2008,2,General service support estimate,2D,Support to fishing communities,Reported,2008 US$,OECD FSE database,277229.655,subsidies_OECD
COL,2009,2,General service support estimate,2D,Support to fishing communities,Reported,2009 US$,OECD FSE database,104319.574,subsidies_OECD
COL,2010,2,General service support estimate,2D,Support to fishing communities,Reported,2010 US$,OECD FSE database,0,subsidies_OECD
COL,2011,2,General service support estimate,2D,Support to fishing communities,Reported,2011 US$,OECD FSE database,284099.691,subsidies_OECD
COL,2012,2,General service support estimate,2D,Support to fishing communities,Reported,2012 US$,OECD FSE database,486736.45,subsidies_OECD
COL,2013,2,General service support estimate,2D,Support to fishing communities,Reported,2013 US$,OECD FSE database,0,subsidies_OECD
COL,2014,2,General service support estimate,2D,Support to fishing communities,Reported,2014 US$,OECD FSE database,8939971.372,subsidies_OECD
COL,2015,2,General service support estimate,2D,Support to fishing communities,Reported,2015 US$,OECD FSE database,5361984.58,subsidies_OECD
COL,2016,2,General service support estimate,2D,Support to fishing communities,Reported,2016 US$,OECD FSE database,5933029.328,subsidies_OECD
COL,2017,2,General service support estimate,2D,Support to fishing communities,Reported,2017 US$,OECD FSE database,7017831.707,subsidies_OECD
COL,2008,2,General service support estimate,2E,Education and training,Reported,2008 US$,OECD FSE database,558649.717,subsidies_OECD
COL,2009,2,General service support estimate,2E,Education and training,Reported,2009 US$,OECD FSE database,584189.614,subsidies_OECD
COL,2010,2,General service support estimate,2E,Education and training,Reported,2010 US$,OECD FSE database,301927.627,subsidies_OECD
COL,2011,2,General service support estimate,2E,Education and training,Reported,2011 US$,OECD FSE database,830679.142,subsidies_OECD
COL,2012,2,General service support estimate,2E,Education and training,Reported,2012 US$,OECD FSE database,1157787.476,subsidies_OECD
COL,2013,2,General service support estimate,2E,Education and training,Reported,2013 US$,OECD FSE database,560842.546,subsidies_OECD
COL,2014,2,General service support estimate,2E,Education and training,Reported,2014 US$,OECD FSE database,12383698.856,subsidies_OECD
COL,2015,2,General service support estimate,2E,Education and training,Reported,2015 US$,OECD FSE database,7349735.826,subsidies_OECD
COL,2016,2,General service support estimate,2E,Education and training,Reported,2016 US$,OECD FSE database,8280046.596,subsidies_OECD
COL,2017,2,General service support estimate,2E,Education and training,Reported,2017 US$,OECD FSE database,9322819.797,subsidies_OECD
COL,2008,2,General service support estimate,2F,Research and development,Reported,2008 US$,OECD FSE database,1241311.682,subsidies_OECD
COL,2009,2,General service support estimate,2F,Research and development,Reported,2009 US$,OECD FSE database,574916.763,subsidies_OECD
COL,2010,2,General service support estimate,2F,Research and development,Reported,2010 US$,OECD FSE database,205496.07,subsidies_OECD
COL,2011,2,General service support estimate,2F,Research and development,Reported,2011 US$,OECD FSE database,786820.86,subsidies_OECD
COL,2012,2,General service support estimate,2F,Research and development,Reported,2012 US$,OECD FSE database,758752.591,subsidies_OECD
COL,2013,2,General service support estimate,2F,Research and development,Reported,2013 US$,OECD FSE database,2620809.548,subsidies_OECD
COL,2014,2,General service support estimate,2F,Research and development,Reported,2014 US$,OECD FSE database,6854088.976,subsidies_OECD
COL,2015,2,General service support estimate,2F,Research and development,Reported,2015 US$,OECD FSE database,2779304.223,subsidies_OECD
COL,2016,2,General service support estimate,2F,Research and development,Reported,2016 US$,OECD FSE database,6772973.106,subsidies_OECD
COL,2017,2,General service support estimate,2F,Research and development,Reported,2017 US$,OECD FSE database,1912828.786,subsidies_OECD
COL,2008,2,General service support estimate,2G,Management of resources,Reported,2008 US$,OECD FSE database,1134840.912,subsidies_OECD
COL,2009,2,General service support estimate,2G,Management of resources,Reported,2009 US$,OECD FSE database,1182288.504,subsidies_OECD
COL,2010,2,General service support estimate,2G,Management of resources,Reported,2010 US$,OECD FSE database,899571.678,subsidies_OECD
COL,2011,2,General service support estimate,2G,Management of resources,Reported,2011 US$,OECD FSE database,1494983.714,subsidies_OECD
COL,2012,2,General service support estimate,2G,Management of resources,Reported,2012 US$,OECD FSE database,1875006.151,subsidies_OECD
COL,2013,2,General service support estimate,2G,Management of resources,Reported,2013 US$,OECD FSE database,1215453.914,subsidies_OECD
COL,2014,2,General service support estimate,2G,Management of resources,Reported,2014 US$,OECD FSE database,15214118.47,subsidies_OECD
COL,2015,2,General service support estimate,2G,Management of resources,Reported,2015 US$,OECD FSE database,8549912.461,subsidies_OECD
COL,2016,2,General service support estimate,2G,Management of resources,Reported,2016 US$,OECD FSE database,8635246.543,subsidies_OECD
COL,2017,2,General service support estimate,2G,Management of resources,Reported,2017 US$,OECD FSE database,4017459.026,subsidies_OECD
COL,2014,3,Cost recovery charges,3A,"Cost recovery charges, for resource access rights",Reported,2014 US$,OECD FSE database,-946239.707,subsidies_OECD
COL,2015,3,Cost recovery charges,3A,"Cost recovery charges, for resource access rights",Reported,2015 US$,OECD FSE database,-878943.949,subsidies_OECD
COL,2016,3,Cost recovery charges,3A,"Cost recovery charges, for resource access rights",Reported,2016 US$,OECD FSE database,-868374.973,subsidies_OECD
COL,2017,3,Cost recovery charges,3A,"Cost recovery charges, for resource access rights",Reported,2017 US$,OECD FSE database,-919362.958,subsidies_OECD
COL,2008,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2008 US$,OECD FSE database,0,subsidies_OECD
COL,2009,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2009 US$,OECD FSE database,0,subsidies_OECD
COL,2010,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2010 US$,OECD FSE database,0,subsidies_OECD
COL,2011,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2011 US$,OECD FSE database,0,subsidies_OECD
COL,2012,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2012 US$,OECD FSE database,0,subsidies_OECD
COL,2013,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2013 US$,OECD FSE database,0,subsidies_OECD
COL,2014,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2014 US$,OECD FSE database,6388873.297,subsidies_OECD
COL,2015,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2015 US$,OECD FSE database,3724651.46,subsidies_OECD
COL,2016,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2016 US$,OECD FSE database,4067999.641,subsidies_OECD
COL,2017,3,Cost recovery charges,3C,"Cost recovery charges, for management, research and enforcement",Reported,2017 US$,OECD FSE database,4260582.1,subsidies_OECD
COL,2008,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2008 US$,OECD FSE database,0,subsidies_OECD
COL,2009,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2009 US$,OECD FSE database,0,subsidies_OECD
COL,2010,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2010 US$,OECD FSE database,0,subsidies_OECD
COL,2011,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2011 US$,OECD FSE database,0,subsidies_OECD
COL,2012,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2012 US$,OECD FSE database,0,subsidies_OECD
COL,2013,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2013 US$,OECD FSE database,0,subsidies_OECD
COL,2014,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2014 US$,OECD FSE database,6388873.297,subsidies_OECD
COL,2015,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2015 US$,OECD FSE database,3724651.46,subsidies_OECD
COL,2016,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2016 US$,OECD FSE database,4067999.641,subsidies_OECD
COL,2017,3,Cost recovery charges,3E,"Cost recovery charges, other",Reported,2017 US$,OECD FSE database,3825631.43,subsidies_OECD
CRI,2010,0,Transfers to individual fishers - non budgetary,0A,Market price support,Reported,2010 US$,OECD FSE database,13330.468,subsidies_OECD
CRI,2011,0,Transfers to individual fishers - non budgetary,0A,Market price support,Reported,2011 US$,OECD FSE database,3194.084,subsidies_OECD
